,Power
15804,2173
15805,267
15806,1091
15807,1169
15808,1188
15809,1577
15810,1269
15811,914
15812,1017
15813,1017
15814,1426
15815,1155
15816,1164
15817,811
15818,359
15819,994
15820,1083
15821,855
15822,1318
15823,1239
15824,299
15825,1645
15826,1730
15827,2148
15828,1591
15829,1939
15830,2426
15831,3169
15832,1725
15833,429
15834,1431
15835,1183
15836,720
15837,877
15838,1004
15839,579
15840,736
15841,921
15842,1202
15843,1189
15844,1613
15845,629
15846,817
15847,684
15848,573
15849,2215
15850,2167
15851,2641
15852,1278
15853,1166
15854,1885
15855,921
15856,1313
15857,657
15858,1199
15859,887
15860,742
15861,776
15862,394
15863,1243
15864,1372
15865,525
15866,813
15867,187
15868,887
15869,1043
15870,1112
15871,1172
15872,1030
15873,2075
15874,2381
15875,1953
15876,626
15877,1390
15878,3575
15879,12
15880,499
15881,728
15882,881
15883,848
15884,1267
15885,456
15886,939
15887,910
15888,1145
15889,1268
15890,338
15891,1181
15892,1256
15893,1247
15894,865
15895,1354
15896,727
15897,515
15898,2925
15899,2707
15900,361
15901,2003
15902,4423
15903,1640
15904,678
15905,978
15906,952
15907,1048
15908,763
15909,903
15910,989
15911,865
15912,774
15913,692
15914,690
15915,1386
15916,1258
15917,1045
15918,1058
15919,623
15920,1192
15921,1220
15922,2307
15923,5338
15924,2155
15925,2054
15926,2899
15927,2559
15928,825
15929,609
15930,1503
15931,1033
15932,1068
15933,1128
15934,1400
15935,1260
15936,585
15937,1164
15938,1138
15939,714
15940,926
15941,1567
15942,664
15943,1054
15944,833
15945,907
15946,2802
15947,2425
15948,2741
15949,2729
15950,3084
15951,1257
15952,1341
15953,1331
15954,1172
15955,827
15956,1203
15957,403
15958,1242
15959,704
15960,658
15961,944
15962,1199
15963,600
15964,990
15965,1173
15966,515
15967,729
15968,825
15969,1379
15970,13
15971,1287
15972,1042
15973,3525
15974,1665
15975,472
15976,2124
15977,446
15978,913
15979,1266
15980,537
15981,751
15982,1494
15983,379
15984,974
15985,1170
15986,1205
15987,500
15988,910
15989,1205
15990,1508
15991,689
15992,1122
15993,1242
15994,1170
15995,4394
15996,-1171
15997,1366
15998,1671
15999,871
16000,1309
16001,675
16002,1379
16003,1016
16004,329
16005,702
16006,829
16007,1243
16008,1159
16009,1272
16010,1003
16011,1172
16012,840
16013,579
16014,881
16015,492
16016,1284
16017,1291
16018,2628
16019,2846
16020,1537
16021,1259
16022,1920
16023,1762
16024,876
16025,1233
16026,938
16027,1160
16028,963
16029,929
16030,809
16031,1566
16032,1033
16033,1090
16034,935
16035,432
16036,55
16037,714
16038,855
16039,578
16040,1108
16041,1625
16042,-631
16043,2656
16044,3110
16045,2597
16046,689
16047,492
16048,1850
16049,1233
16050,727
16051,1203
16052,1048
16053,803
16054,627
16055,939
16056,865
16057,1068
16058,1028
16059,600
16060,1257
16061,768
16062,866
16063,640
16064,711
16065,1077
16066,1960
16067,1511
16068,606
16069,1870
16070,3241
16071,488
16072,1362
16073,1365
16074,1236
16075,748
16076,1284
16077,1020
16078,1291
16079,605
16080,1290
16081,1201
16082,878
16083,859
16084,771
16085,1023
16086,1388
16087,552
16088,1012
16089,1130
16090,630
16091,1033
16092,3770
16093,103
16094,3735
16095,1176
16096,981
16097,530
16098,779
16099,1394
16100,798
16101,829
16102,1078
16103,591
16104,890
16105,812
16106,491
16107,1114
16108,595
16109,1366
16110,1335
16111,944
16112,829
16113,1597
16114,899
16115,2544
16116,3434
16117,1638
16118,-287
16119,2169
16120,699
16121,450
16122,1131
16123,1258
16124,919
16125,790
16126,1193
16127,937
16128,1184
16129,701
16130,1182
16131,1563
16132,1155
16133,1226
16134,930
16135,838
16136,1430
16137,1239
16138,3781
16139,-510
16140,3134
16141,3274
16142,1869
16143,2160
16144,908
16145,1021
16146,1083
16147,988
16148,890
16149,761
16150,504
16151,1020
16152,1102
16153,1278
16154,980
16155,1491
16156,904
16157,1374
16158,554
16159,400
16160,987
16161,676
16162,687
16163,3938
16164,1993
16165,2394
16166,2495
16167,1813
16168,1079
16169,347
16170,672
16171,962
16172,1337
16173,768
16174,654
16175,656
16176,1049
16177,1073
16178,848
16179,1247
16180,756
16181,830
16182,999
16183,977
16184,584
16185,1001
16186,939
16187,2963
16188,1868
16189,2562
16190,812
16191,1981
16192,1073
16193,180
16194,640
16195,391
16196,412
16197,1301
16198,887
16199,1281
16200,1268
16201,313
16202,766
16203,1329
16204,405
16205,1350
16206,632
16207,736
16208,1285
16209,1012
16210,1893
16211,3171
16212,55
16213,4375
16214,1424
16215,1730
16216,-148
16217,867
16218,739
16219,388
16220,1335
16221,1099
16222,1025
16223,687
16224,657
16225,1129
16226,670
16227,780
16228,1304
16229,1241
16230,788
16231,544
16232,610
16233,894
16234,827
16235,99
16236,1254
16237,529
16238,-1338
16239,1997
16240,1152
16241,1333
16242,917
16243,729
16244,783
16245,1196
16246,784
16247,639
16248,1386
16249,846
16250,1137
16251,979
16252,1290
16253,949
16254,833
16255,853
16256,795
16257,807
16258,139
16259,1647
16260,1978
16261,1439
16262,2389
16263,2492
16264,283
16265,430
16266,500
16267,1166
16268,909
16269,603
16270,292
16271,656
16272,827
16273,984
16274,1110
16275,347
16276,982
16277,558
16278,429
16279,547
16280,605
16281,1296
16282,1771
16283,2621
16284,3864
16285,2173
16286,2114
16287,1347
16288,1201
16289,890
16290,448
16291,407
16292,749
16293,878
16294,848
16295,1459
16296,652
16297,869
16298,673
16299,840
16300,1472
16301,1677
16302,984
16303,839
16304,774
16305,1488
16306,2605
16307,1928
16308,1907
16309,321
16310,1456
16311,1590
16312,2117
16313,952
16314,824
16315,1107
16316,1071
16317,1220
16318,1240
16319,1225
16320,762
16321,794
16322,822
16323,846
16324,1676
16325,1184
16326,896
16327,493
16328,894
16329,992
16330,477
16331,3632
16332,1343
16333,3052
16334,1606
16335,1085
16336,1245
16337,1086
16338,1139
16339,883
16340,1082
16341,540
16342,1155
16343,900
16344,1008
16345,589
16346,845
16347,1186
16348,589
16349,839
16350,750
16351,712
16352,516
16353,548
16354,2482
16355,2524
16356,188
16357,2714
16358,183
16359,2312
16360,1601
16361,1262
16362,369
16363,1354
16364,1107
16365,678
16366,841
16367,1331
16368,971
16369,1219
16370,807
16371,1363
16372,691
16373,613
16374,756
16375,1052
16376,841
16377,1160
16378,4119
16379,2704
16380,1718
16381,162
16382,1767
16383,1708
16384,1102
16385,679
16386,1084
16387,909
16388,1601
16389,732
16390,658
16391,792
16392,792
16393,741
16394,1051
16395,1501
16396,1648
16397,801
16398,707
16399,761
16400,769
16401,1522
16402,1579
16403,580
16404,1816
16405,3018
16406,1454
16407,1457
16408,1859
16409,724
16410,1080
16411,730
16412,601
16413,614
16414,371
16415,853
16416,456
16417,1278
16418,1252
16419,956
16420,1258
16421,1189
16422,978
16423,1166
16424,610
16425,1148
16426,1916
16427,1211
16428,1605
16429,-574
16430,2098
16431,1450
16432,1556
16433,846
16434,915
16435,1244
16436,1067
16437,1258
16438,1357
16439,1077
16440,1153
16441,968
16442,835
16443,1167
16444,1113
16445,1123
16446,1269
16447,534
16448,997
16449,1612
16450,1514
16451,5315
16452,2350
16453,1376
16454,-248
16455,2251
16456,498
16457,1114
16458,693
16459,1386
16460,1421
16461,1095
16462,924
16463,737
16464,1075
16465,1366
16466,1304
16467,1165
16468,691
16469,1163
16470,914
16471,433
16472,733
16473,1075
16474,71
16475,545
16476,883
16477,321
16478,251
16479,2444
16480,1681
16481,1667
16482,1191
16483,780
16484,1242
16485,918
16486,887
16487,685
16488,1306
16489,739
16490,910
16491,898
16492,1450
16493,795
16494,1084
16495,840
16496,1161
16497,349
16498,2019
16499,805
16500,146
16501,1098
16502,1348
16503,-871
16504,472
16505,848
16506,955
16507,1010
16508,1433
16509,896
16510,826
16511,907
16512,1032
16513,758
16514,839
16515,755
16516,1460
16517,1413
16518,541
16519,859
16520,784
16521,738
16522,463
16523,1821
16524,645
16525,2239
16526,1365
16527,851
16528,520
16529,1688
16530,1177
16531,1458
16532,876
16533,967
16534,726
16535,1424
16536,811
16537,1232
16538,579
16539,1330
16540,886
16541,927
16542,974
16543,938
16544,540
16545,1366
16546,4669
16547,2477
16548,1820
16549,2714
16550,638
16551,1936
16552,335
16553,1174
16554,913
16555,463
16556,797
16557,1360
16558,1154
16559,1025
16560,1098
16561,693
16562,985
16563,1588
16564,1038
16565,1195
16566,832
16567,903
16568,926
16569,1581
16570,1871
16571,1105
16572,2329
16573,1856
16574,2699
16575,-182
16576,1241
16577,1267
16578,1156
16579,733
16580,1414
16581,465
16582,1051
16583,1557
16584,788
16585,1112
16586,1200
16587,1343
16588,1281
16589,467
16590,712
16591,691
16592,782
16593,1773
16594,2455
16595,3787
16596,3215
16597,2993
16598,2166
16599,-129
16600,1336
16601,1768
16602,336
16603,840
16604,1095
16605,921
16606,1329
16607,1056
16608,1085
16609,1027
16610,374
16611,559
16612,1226
16613,979
16614,696
16615,1026
16616,1116
16617,769
16618,3042
16619,3319
16620,525
16621,2283
16622,2566
16623,2351
16624,1234
16625,410
16626,1026
16627,642
16628,386
16629,512
16630,805
16631,715
16632,1228
16633,433
16634,1357
16635,1605
16636,892
16637,968
16638,884
16639,1202
16640,843
16641,1698
16642,1569
16643,1556
16644,504
16645,1025
16646,2322
16647,3017
16648,1599
16649,725
16650,1187
16651,759
16652,990
16653,1156
16654,900
16655,1120
16656,664
16657,857
16658,1036
16659,1051
16660,1302
16661,968
16662,828
16663,796
16664,1025
16665,1297
16666,1460
16667,1771
16668,3300
16669,5030
16670,565
16671,2523
16672,1640
16673,935
16674,1133
16675,1294
16676,579
16677,1460
16678,625
16679,760
16680,1233
16681,953
16682,942
16683,1004
16684,1364
16685,562
16686,1219
16687,1051
16688,722
16689,1608
16690,-1495
16691,2505
16692,-442
16693,-1161
16694,3078
16695,1062
16696,1568
16697,862
16698,1231
16699,777
16700,858
16701,878
16702,793
16703,542
16704,1121
16705,907
16706,1218
16707,890
16708,1175
16709,774
16710,1327
16711,825
16712,1020
16713,2109
16714,2020
16715,3948
16716,1420
16717,862
16718,763
16719,251
16720,453
16721,857
16722,834
16723,515
16724,1273
16725,952
16726,1098
16727,1289
16728,764
16729,762
16730,548
16731,903
16732,969
16733,1463
16734,1054
16735,815
16736,1096
16737,-140
16738,1700
16739,1454
16740,1862
16741,1588
16742,394
16743,547
16744,318
16745,1095
16746,887
16747,626
16748,641
16749,1275
16750,859
16751,718
16752,1032
16753,800
16754,613
16755,310
16756,413
16757,789
16758,1024
16759,616
16760,707
16761,1497
16762,2474
16763,616
16764,3151
16765,2737
16766,-481
16767,511
16768,581
16769,1069
16770,931
16771,889
16772,941
16773,1117
16774,957
16775,1172
16776,1366
16777,794
16778,955
16779,723
16780,760
16781,507
16782,362
16783,1151
16784,974
16785,2156
16786,3272
16787,1552
16788,4630
16789,1080
16790,1180
16791,2495
16792,1068
16793,1353
16794,426
16795,787
16796,957
16797,1069
16798,979
16799,1175
16800,1479
16801,495
16802,435
16803,619
16804,656
16805,497
16806,1028
16807,1125
16808,114
16809,1705
16810,1663
16811,474
16812,2958
16813,2024
16814,2018
16815,194
16816,1789
16817,1052
16818,1546
16819,1110
16820,622
16821,1045
16822,379
16823,1613
16824,1003
16825,824
16826,940
16827,608
16828,681
16829,1205
16830,1049
16831,733
16832,423
16833,1979
16834,3332
16835,2748
16836,1344
16837,2824
16838,3386
16839,1310
16840,426
16841,223
16842,611
16843,1272
16844,939
16845,1120
16846,784
16847,852
16848,1106
16849,405
16850,951
16851,1339
16852,1153
16853,959
16854,922
16855,1312
16856,816
16857,2121
16858,3286
16859,1910
16860,1789
16861,1497
16862,2529
16863,967
16864,1124
16865,67
16866,1016
16867,1290
16868,1157
16869,1435
16870,672
16871,865
16872,1141
16873,580
16874,1174
16875,1099
16876,758
16877,778
16878,862
16879,1041
16880,1346
16881,1003
16882,1946
16883,1545
16884,2723
16885,2796
16886,2495
16887,4523
16888,1783
16889,1667
16890,1227
16891,752
16892,460
16893,1071
16894,916
16895,732
16896,996
16897,708
16898,902
16899,843
16900,626
16901,1489
16902,1043
16903,417
16904,719
16905,1020
16906,1559
16907,2280
16908,3613
16909,3098
16910,2454
16911,874
16912,827
16913,847
16914,811
16915,1220
16916,638
16917,1002
16918,970
16919,866
16920,825
16921,1175
16922,1270
16923,824
16924,855
16925,501
16926,785
16927,684
16928,660
16929,1121
16930,2354
16931,-218
16932,932
16933,332
16934,2380
16935,3999
16936,1079
16937,1358
16938,907
16939,1197
16940,634
16941,733
16942,1127
16943,730
16944,1003
16945,1242
16946,1138
16947,1345
16948,383
16949,946
16950,1261
16951,416
16952,1145
16953,1417
16954,2495
16955,2885
16956,-481
16957,-23
16958,2646
16959,898
16960,808
16961,1282
16962,849
16963,1258
16964,996
16965,1331
16966,567
16967,990
16968,1241
16969,541
16970,927
16971,509
16972,794
16973,959
16974,667
16975,972
16976,670
16977,1071
16978,3200
16979,-854
16980,2164
16981,3140
16982,-419
16983,2109
16984,-216
16985,1442
16986,1400
16987,849
16988,765
16989,778
16990,717
16991,873
16992,1000
16993,881
16994,942
16995,1767
16996,920
16997,756
16998,735
16999,953
17000,588
17001,1114
17002,3027
17003,1435
17004,3482
17005,-263
17006,1140
17007,1364
17008,1456
17009,1090
17010,1174
17011,527
17012,899
17013,986
17014,1023
17015,456
17016,1634
17017,729
17018,590
17019,1042
17020,603
17021,1122
17022,1309
17023,877
17024,938
17025,1767
17026,2091
17027,156
17028,3657
17029,4692
17030,2411
17031,1954
17032,380
17033,1144
17034,1505
17035,708
17036,1057
17037,1125
17038,985
17039,799
17040,1393
17041,971
17042,803
17043,1007
17044,720
17045,1281
17046,725
17047,908
17048,1196
17049,898
17050,1727
17051,856
17052,1871
17053,1794
17054,602
17055,2405
17056,1185
17057,1079
17058,896
17059,733
17060,1614
17061,1143
17062,743
17063,865
17064,661
17065,1381
17066,1086
17067,891
17068,1089
17069,650
17070,1049
17071,565
17072,566
17073,1357
17074,2106
17075,529
17076,1154
17077,-1041
17078,-574
17079,1934
17080,838
17081,1081
17082,537
17083,240
17084,222
17085,822
17086,712
17087,1138
17088,1003
17089,819
17090,398
17091,1385
17092,556
17093,1321
17094,868
17095,747
17096,441
17097,1315
17098,2883
17099,2314
17100,1384
17101,2223
17102,1220
17103,1915
17104,559
17105,1429
17106,849
17107,1348
17108,522
17109,995
17110,860
17111,673
17112,961
17113,686
17114,846
17115,754
17116,930
17117,1147
17118,1086
17119,175
17120,1270
17121,1667
17122,1257
17123,1041
17124,-46
17125,3370
17126,646
17127,1816
17128,821
17129,770
17130,1372
17131,705
17132,864
17133,688
17134,1325
17135,1528
17136,1023
17137,786
17138,980
17139,627
17140,942
17141,1061
17142,1067
17143,1200
17144,707
17145,1178
17146,3038
17147,4459
17148,2072
17149,3304
17150,3288
17151,1804
17152,347
17153,896
17154,1230
17155,554
17156,833
17157,1237
17158,565
17159,798
17160,1314
17161,999
17162,1083
17163,1062
17164,666
17165,869
17166,569
17167,855
17168,1046
17169,986
17170,1615
17171,1844
17172,371
17173,621
17174,488
17175,1803
17176,1617
17177,676
17178,821
17179,487
17180,1138
17181,899
17182,1365
17183,1034
17184,1023
17185,723
17186,1295
17187,1126
17188,969
17189,808
17190,566
17191,832
17192,950
17193,547
17194,3631
17195,2557
17196,1491
17197,542
17198,1574
17199,1664
17200,256
17201,884
17202,953
17203,1098
17204,642
17205,1359
17206,470
17207,1223
17208,1227
17209,629
17210,1439
17211,988
17212,955
17213,1009
17214,1268
17215,772
17216,1144
17217,2139
17218,1602
17219,1236
17220,1790
17221,1523
17222,3470
17223,580
17224,435
17225,1178
17226,1039
17227,287
17228,1059
17229,979
17230,742
17231,673
17232,877
17233,892
17234,792
17235,852
17236,795
17237,488
17238,1158
17239,370
17240,431
17241,765
17242,3648
17243,497
17244,672
17245,348
17246,2324
17247,-3
17248,1129
17249,669
17250,792
17251,1133
17252,1342
17253,1170
17254,1498
17255,824
17256,1007
17257,1085
17258,831
17259,824
17260,745
17261,674
17262,667
17263,683
17264,142
17265,753
17266,2117
17267,2501
17268,-2100
17269,2442
17270,1121
17271,2224
17272,864
17273,452
17274,1290
17275,588
17276,1094
17277,993
17278,1046
17279,849
17280,1213
17281,597
17282,1544
17283,651
17284,1206
17285,570
17286,705
17287,586
17288,1160
17289,1999
17290,3258
17291,1543
17292,2831
17293,2135
17294,319
17295,1544
17296,865
17297,964
17298,1468
17299,1398
17300,684
17301,-99
17302,557
17303,1179
17304,1294
17305,1367
17306,915
17307,891
17308,753
17309,536
17310,996
17311,971
17312,525
17313,677
17314,1210
17315,2576
17316,2931
17317,2120
17318,1992
17319,881
17320,603
17321,-143
17322,822
17323,1014
17324,546
17325,749
17326,737
17327,714
17328,1165
17329,787
17330,889
17331,859
17332,1269
17333,1439
17334,1292
17335,1262
17336,481
17337,1633
17338,1775
17339,2461
17340,1342
17341,2963
17342,1404
17343,3186
17344,1375
17345,1339
17346,1035
17347,964
17348,809
17349,1368
17350,1096
17351,719
17352,1066
17353,773
17354,694
17355,1034
17356,447
17357,896
17358,722
17359,782
17360,760
17361,1789
17362,1750
17363,5138
17364,3495
17365,2449
17366,1605
17367,3708
17368,1310
17369,1323
17370,1063
17371,998
17372,1352
17373,972
17374,681
17375,826
17376,718
17377,1289
17378,1271
17379,1164
17380,844
17381,442
17382,725
17383,784
17384,306
17385,2439
17386,2135
17387,2337
17388,1880
17389,4388
17390,1223
17391,1485
17392,1910
17393,1166
17394,212
17395,853
17396,989
17397,1267
17398,1042
17399,525
17400,1330
17401,1116
17402,736
17403,1358
17404,1493
17405,945
17406,753
17407,287
17408,684
17409,1283
17410,2339
17411,1175
17412,1436
17413,3413
17414,2839
17415,4505
17416,607
17417,1043
17418,617
17419,680
17420,1132
17421,807
17422,970
17423,812
17424,886
17425,918
17426,1012
17427,1150
17428,1162
17429,807
17430,1061
17431,1139
17432,993
17433,2081
17434,2048
17435,3524
17436,1835
17437,2628
17438,1489
17439,261
17440,2503
17441,568
17442,1093
17443,918
17444,567
17445,958
17446,1091
17447,1038
17448,1057
17449,871
17450,1385
17451,750
17452,972
17453,981
17454,842
17455,1162
17456,470
17457,644
17458,2707
17459,980
17460,-136
17461,-658
17462,-641
17463,2212
17464,1109
17465,1484
17466,1302
17467,921
17468,799
17469,901
17470,974
17471,1087
17472,705
17473,1180
17474,1470
17475,653
17476,1259
17477,760
17478,677
17479,1021
17480,1381
17481,1335
17482,346
17483,1914
17484,1233
17485,1351
17486,3250
17487,1242
17488,2320
17489,1220
17490,1312
17491,898
17492,1209
17493,625
17494,1071
17495,706
17496,849
17497,628
17498,614
17499,1060
17500,1244
17501,991
17502,1098
17503,1092
17504,1116
17505,1298
17506,1486
17507,832
17508,-1571
17509,1784
17510,223
17511,620
17512,2202
17513,405
17514,925
17515,1101
17516,1100
17517,863
17518,1265
17519,858
17520,586
17521,975
17522,592
17523,1176
17524,1438
17525,634
17526,1178
17527,556
17528,863
17529,1374
17530,3149
17531,2964
17532,2365
17533,-403
17534,1721
17535,2084
17536,1347
17537,735
17538,1012
17539,687
17540,792
17541,491
17542,1205
17543,1391
17544,856
17545,1000
17546,652
17547,1007
17548,941
17549,1080
17550,592
17551,947
17552,786
17553,1284
17554,1244
17555,1601
17556,2810
17557,4526
17558,1471
17559,2793
17560,61
17561,784
17562,321
17563,582
17564,696
17565,1164
17566,1017
17567,878
17568,1074
17569,1175
17570,561
17571,996
17572,1125
17573,1149
17574,704
17575,476
17576,617
17577,2062
17578,1946
17579,3092
17580,1205
17581,1621
17582,1941
17583,179
17584,1376
17585,695
17586,952
17587,762
17588,705
17589,1013
17590,1106
17591,1305
17592,1050
17593,767
17594,1291
17595,841
17596,1003
17597,768
17598,783
17599,770
17600,855
17601,546
17602,-14
17603,1878
17604,689
17605,5233
17606,3427
17607,1195
17608,1726
17609,1152
17610,1120
17611,899
17612,1149
17613,893
17614,905
17615,1465
17616,691
17617,464
17618,534
17619,1205
17620,1370
17621,777
17622,1063
17623,1274
17624,444
17625,1241
17626,3643
17627,2847
17628,-3180
17629,2647
17630,1232
17631,611
17632,1091
17633,914
17634,1510
17635,1209
17636,1244
17637,1294
17638,726
17639,1460
17640,757
17641,1206
17642,1295
17643,990
17644,691
17645,831
17646,845
17647,358
17648,779
17649,1656
17650,1716
17651,3035
17652,2928
17653,184
17654,1818
17655,2186
17656,1586
17657,1441
17658,978
17659,640
17660,1667
17661,1096
17662,714
17663,1103
17664,625
17665,973
17666,997
17667,588
17668,1465
17669,916
17670,1120
17671,1034
17672,875
17673,2040
17674,1538
17675,-318
17676,939
17677,3800
17678,1885
17679,989
17680,1149
17681,-183
17682,879
17683,805
17684,765
17685,975
17686,1023
17687,1006
17688,910
17689,1514
17690,878
17691,789
17692,801
17693,980
17694,823
17695,1013
17696,1396
17697,514
17698,1895
17699,1140
17700,4119
17701,2603
17702,2951
17703,2418
17704,895
17705,879
17706,825
17707,859
17708,731
17709,1465
17710,1124
17711,716
17712,1644
17713,814
17714,1231
17715,774
17716,622
17717,1387
17718,709
17719,821
17720,1020
17721,-323
17722,-749
17723,622
17724,2586
17725,427
17726,201
17727,2834
17728,-75
17729,760
17730,844
17731,716
17732,565
17733,545
17734,1143
17735,1855
17736,1423
17737,682
17738,996
17739,388
17740,1098
17741,1025
17742,982
17743,448
17744,743
17745,1971
17746,1126
17747,967
17748,1722
17749,1367
17750,2569
17751,1684
17752,1263
17753,1122
17754,1127
17755,584
17756,731
17757,1003
17758,662
17759,931
17760,1152
17761,1353
17762,1074
17763,933
17764,1830
17765,869
17766,918
17767,545
17768,779
17769,2112
17770,1714
17771,338
17772,21
17773,505
17774,269
17775,1484
17776,365
17777,1295
17778,413
17779,1357
17780,952
17781,1398
17782,899
17783,1125
17784,1203
17785,876
17786,780
17787,1127
17788,1244
17789,1045
17790,1016
17791,1433
17792,567
17793,1545
17794,-694
17795,-2109
17796,1474
17797,1160
17798,2024
17799,1170
17800,896
17801,776
17802,1115
17803,832
17804,1326
17805,1072
17806,1283
17807,819
17808,945
17809,979
17810,630
17811,869
17812,814
17813,1069
17814,1404
17815,1189
17816,381
17817,655
17818,932
17819,3868
17820,3202
17821,2313
17822,1201
17823,1027
17824,1516
17825,173
17826,537
17827,933
17828,749
17829,1285
17830,432
17831,490
17832,937
17833,745
17834,1036
17835,1126
17836,853
17837,981
17838,957
17839,1034
17840,1235
17841,860
17842,2113
17843,2329
17844,1079
17845,2096
17846,2383
17847,2375
17848,625
17849,835
17850,393
17851,1099
17852,331
17853,979
17854,1115
17855,782
17856,478
17857,698
17858,760
17859,1198
17860,1210
17861,929
17862,887
17863,1182
17864,1709
17865,646
17866,3123
17867,4766
17868,2160
17869,1038
17870,695
17871,453
17872,304
17873,1380
17874,1157
17875,866
17876,763
17877,1193
17878,297
17879,1243
17880,622
17881,833
17882,460
17883,539
17884,1250
17885,954
17886,714
17887,1062
17888,523
17889,1672
17890,465
17891,2952
17892,4336
17893,1924
17894,1429
17895,897
17896,459
17897,1190
17898,1703
17899,221
17900,832
17901,1056
17902,513
17903,341
17904,1428
17905,826
17906,475
17907,823
17908,673
17909,1003
17910,504
17911,807
17912,1411
17913,1037
17914,1115
17915,1085
17916,2708
17917,2555
17918,1339
17919,882
17920,383
17921,1760
17922,192
17923,724
17924,1461
17925,110
17926,817
17927,1298
17928,768
17929,915
17930,1267
17931,844
17932,825
17933,1011
17934,1192
17935,176
17936,1654
17937,135
17938,3245
17939,434
17940,1588
17941,1371
17942,-288
17943,2510
17944,1790
17945,470
17946,449
17947,1241
17948,509
17949,547
17950,1071
17951,1156
17952,1192
17953,1368
17954,1021
17955,983
17956,1196
17957,987
17958,1422
17959,806
17960,720
17961,1862
17962,1033
17963,8
17964,1891
17965,758
17966,1098
17967,1320
17968,799
17969,682
17970,539
17971,1628
17972,794
17973,882
17974,1479
17975,1246
17976,824
17977,1011
17978,988
17979,1037
17980,421
17981,1861
17982,1005
17983,465
17984,972
17985,1003
17986,2150
17987,1192
17988,3848
17989,3121
17990,2511
17991,2311
17992,1061
17993,683
17994,539
17995,896
17996,1192
17997,856
17998,992
17999,242
18000,1083
18001,593
18002,703
18003,689
18004,860
18005,1010
18006,853
18007,860
18008,1475
18009,1881
18010,3258
18011,3091
18012,400
18013,2462
18014,1533
18015,1493
18016,-113
18017,1175
18018,924
18019,1187
18020,683
18021,649
18022,695
18023,1483
18024,477
18025,1155
18026,1007
18027,1212
18028,921
18029,776
18030,652
18031,612
18032,1320
18033,1050
18034,3248
18035,299
18036,753
18037,3650
18038,902
18039,1077
18040,640
18041,1459
18042,822
18043,637
18044,933
18045,775
18046,723
18047,1830
18048,906
18049,742
18050,1122
18051,1147
18052,519
18053,705
18054,928
18055,791
18056,872
18057,-75
18058,2981
18059,2903
18060,1233
18061,2546
18062,313
18063,1487
18064,1341
18065,1096
18066,1098
18067,763
18068,785
18069,1363
18070,1341
18071,711
18072,684
18073,1420
18074,894
18075,1199
18076,614
18077,1445
18078,1182
18079,970
18080,751
18081,1583
18082,-119
18083,4666
18084,2409
18085,2893
18086,686
18087,1010
18088,1161
18089,644
18090,1158
18091,1178
18092,904
18093,853
18094,1133
18095,1476
18096,703
18097,1150
18098,1009
18099,484
18100,879
18101,676
18102,770
18103,773
18104,1207
18105,1916
18106,1503
18107,1298
18108,2121
18109,1306
18110,1127
18111,1848
18112,514
18113,503
18114,1215
18115,1305
18116,1185
18117,1065
18118,779
18119,1323
18120,785
18121,1084
18122,1340
18123,1072
18124,1073
18125,859
18126,719
18127,1073
18128,483
18129,2011
18130,2010
18131,65
18132,4027
18133,2585
18134,2064
18135,1244
18136,1516
18137,1284
18138,1182
18139,1269
18140,877
18141,864
18142,1209
18143,508
18144,852
18145,756
18146,850
18147,693
18148,715
18149,805
18150,1214
18151,1120
18152,289
18153,700
18154,600
18155,2233
18156,4477
18157,1337
18158,1469
18159,2279
18160,710
18161,826
18162,807
18163,684
18164,1232
18165,711
18166,620
18167,1656
18168,836
18169,1255
18170,1038
18171,1012
18172,902
18173,760
18174,755
18175,937
18176,1347
18177,2269
18178,1514
18179,2891
18180,-1825
18181,2035
18182,2010
18183,2553
18184,-184
18185,1281
18186,1069
18187,1135
18188,1194
18189,483
18190,1022
18191,446
18192,1450
18193,891
18194,683
18195,746
18196,1116
18197,642
18198,1029
18199,909
18200,697
18201,1394
18202,-1787
18203,4636
18204,2253
18205,2273
18206,1230
18207,1999
18208,672
18209,1427
18210,516
18211,1509
18212,904
18213,574
18214,1058
18215,865
18216,1046
18217,768
18218,427
18219,776
18220,931
18221,713
18222,716
18223,841
18224,1288
18225,1229
18226,-32
18227,830
18228,516
18229,2511
18230,936
18231,999
18232,1319
18233,1151
18234,1505
18235,932
18236,613
18237,763
18238,852
18239,915
18240,785
18241,754
18242,629
18243,56
18244,1238
18245,1178
18246,1129
18247,1229
18248,392
18249,1956
18250,3771
18251,1909
18252,1626
18253,-48
18254,2477
18255,2844
18256,856
18257,-142
18258,733
18259,461
18260,1024
18261,995
18262,810
18263,650
18264,516
18265,1614
18266,747
18267,1068
18268,739
18269,1629
18270,790
18271,323
18272,1486
18273,1073
18274,-956
18275,1757
18276,1283
18277,1080
18278,2989
18279,1095
18280,-16
18281,1254
18282,1113
18283,895
18284,1122
18285,913
18286,924
18287,646
18288,834
18289,1379
18290,336
18291,1094
18292,1086
18293,1645
18294,1045
18295,860
18296,963
18297,1318
18298,1970
18299,2657
18300,1234
18301,5263
18302,399
18303,1726
18304,1725
18305,1203
18306,1367
18307,541
18308,711
18309,488
18310,781
18311,1037
18312,1187
18313,597
18314,1340
18315,1049
18316,1054
18317,861
18318,928
18319,658
18320,1078
18321,1785
18322,-447
18323,3062
18324,2492
18325,3848
18326,408
18327,674
18328,261
18329,1240
